"","tract","pop","pop_den","med_age","p_kids","p_seniors","p_female","p_white","p_black","p_some_college","med_hh_inc","p_poverty","p_unemp","p_working","X","Y"
"1",224010,2471,2.97568948409182e-09,33.5,20.5989477944152,13.5572642654796,49.2917847025496,10.9672197490894,19.9109672197491,16.7705735660848,19976,46.7728758169935,12.379421221865,65.8437879401052,-118.2676,34.0365
"2",207301,4847,1.12697434521026e-08,37,3.32164225293996,13.1008871466887,42.3973591912523,45.18258716732,15.7829585310501,26.7218831734961,38176,28.8219517227151,11.3713405238829,83.5774706003714,-118.248,34.051
"3",207900,4697,5.20110340488548e-09,32.6,10.7302533532042,7.4302746433894,54.353842878433,30.9985096870343,10.7728337236534,16.304671228801,71801,26.6978922716628,2.93909348441926,81.8394720034064,-118.2621,34.0377
"4",209200,3584,8.71593574622382e-09,30,15.4017857142857,6.50111607142857,43.5825892857143,28.4319196428571,6.11049107142857,11.1480865224626,37548,36.3839285714286,5.39480137322217,78.0970982142857,-118.2598,34.0576
"5",209103,3513,2.83269326197946e-08,29,29.0634785083974,4.32678622260176,46.8545402789638,1.02476515798463,2.39111870196413,13.1760078662734,24825,49.3696275071633,10.1129943502825,66.6097352690009,-118.2632,34.0557
"6",197500,3869,6.04084009984815e-09,33.5,16.1798914448178,8.34841044197467,53.3471181183768,27.5264926337555,1.55078831739468,22.972972972973,61532,12.6389247867666,10.8515989938915,75.4716981132076,-118.2563,34.0738
"7",208501,2212,9.09471497047132e-09,40,16.0488245931284,13.1103074141049,54.9276672694394,7.23327305605787,0.904159132007233,18.3497536945813,57500,13.7727272727273,8.14584949573313,70.8408679927667,-118.2758,34.0691
"8",210010,3626,8.86608257508016e-09,37.1,22.2559293987865,14.6718146718147,45.3392167677882,2.67512410369553,0.965250965250965,26.9951140065147,24323,37.85594639866,9.10036401456058,63.0722559293988,-118.2724,34.0484
"9",195803,2704,7.16494428926848e-09,35.1,11.5384615384615,11.2056213017751,56.0650887573965,33.2840236686391,5.28846153846154,20.3810367744794,62386,25.5547337278107,6.54362416107383,77.2559171597633,-118.275,34.0804
"10",224200,2499,6.78714141062117e-09,32.7,25.6102440976391,8.36334533813525,45.5382152861145,3.72148859543818,1.60064025610244,13.6591478696742,25517,28.8593309149536,8.92018779342723,66.0264105642257,-118.2773,34.0407
"11",208402,2908,8.53413976876856e-09,31.2,23.1774415405777,8.32187070151307,46.2861072902338,9.18156808803301,0.928473177441541,24.2872807017544,37457,26.2035763411279,8.90019071837254,68.5006877579092,-118.2655,34.0694
"12",208502,3754,1.43807567111966e-08,33.5,29.115610015983,10.042621204049,50.9323388385722,5.86041555673948,3.80927011188066,20.3201422854602,30276,29.1689008042895,14.2108023072889,60.841768779968,-118.2761,34.0648
"13",208801,3137,1.16853605858084e-08,34.2,18.1702263308894,13.9305068536819,49.1552438635639,9.11699075549888,5.29167994899586,18.49376114082,26791,36.1173095313994,6.14294152392203,67.8992668154287,-118.2749,34.0596
"14",207502,2610,6.23839895767281e-09,68.2,1.4176245210728,53.7931034482759,52.1455938697318,23.7547892720307,3.67816091954023,12.1037463976945,15350,38.1609195402299,5.21114106019766,44.7892720306513,-118.2518,34.0488
"15",206010,3305,2.2972270395525e-09,38.8,23.6913767019667,15.8245083207262,51.7095310136157,3.99394856278366,3.96369137670197,16.5940766550523,19313,43.3888048411498,8.08011049723757,60.4841149773071,-118.2372,34.0673
"16",206200,3335,5.76252630247894e-09,49.8,5.81709145427286,25.3673163418291,47.7961019490255,12.1739130434783,18.5607196401799,25.2837977296182,19968,39.6996996996997,13.1147540983607,68.815592203898,-118.2414,34.0491
"17",207101,3630,1.20925590131071e-08,32.2,16.5013774104683,16.4462809917355,52.8925619834711,15.2066115702479,7.30027548209366,26.0668973471742,36272,31.7079889807163,8.63145939806928,67.0523415977961,-118.2463,34.0627
"18",206300,5558,9.01312128266569e-09,52.6,1.6552716804606,12.450521770421,24.9370277078086,19.917236415977,56.6390788053257,27.1982116244411,10419,82.0466132556446,36.0733695652174,85.8942065491184,-118.2469,34.0421
"19",132002,3535,2.2090781799717e-09,38.4,23.4512022630835,13.2956152758133,48.5997171145686,41.5841584158416,3.05516265912306,27.0429654591407,84550,17.8011962403874,6.33507853403141,63.2531824611033,-118.5055,34.1939
"20",106406,5508,2.63937140063692e-09,35.6,25.5628177196805,12.0551924473493,54.4117647058823,18.5366739288308,2.0878721859114,29.9086125726945,76131,4.920116194626,7.17384050717384,62.3819898329702,-118.4561,34.3196
"21",221810,2667,8.76335045552364e-09,23.2,13.9107611548556,8.84889388826397,50.6936632920885,19.4225721784777,10.0487439070116,13.3815551537071,14063,63.1539044730857,12.8801431127013,77.2403449568804,-118.2903,34.0294
"22",104620,3411,6.42165074923661e-09,31.2,28.2615068894752,9.41072999120492,49.0472002345353,1.37789504544122,0,13.8804457953394,55556,16.3229228049499,10.7711138310894,62.3277631193198,-118.4238,34.2606
"23",101400,4231,6.7051714951151e-10,43.5,18.9789647837391,15.7645946584732,52.3989600567242,58.4022689671472,0.969038052469865,36.2549800796813,65029,8.62680217442685,10.5193661971831,65.2564405577878,-118.2818,34.2463
"24",243000,7147,9.96300647732787e-09,26.1,32.8669371764377,6.19840492514342,52.9452917307961,0.30782146355114,14.859381558696,20.3357703763878,42470,32.0821529745042,12.742474916388,60.9346578984189,-118.2358,33.9431
"25",207710,3587,3.25733940818627e-09,35,5.68720379146919,13.7161973794257,44.0200724839699,37.2177306941734,7.55505993866741,17.9183135704875,69271,28.04396843292,5.9504132231405,80.5965988291051,-118.2571,34.0487
"26",207302,4364,1.70361646294875e-08,33.7,1.6269477543538,4.58295142071494,40.2841429880843,47.250229147571,15.1695692025665,25.3087975800353,40453,20.8438431552396,9.211337030191,93.7901008249313,-118.2476,34.0461
"27",207400,1064,1.22381314677514e-09,38.9,1.31578947368421,7.98872180451128,11.7481203007519,14.6616541353383,16.4473684210526,27.8138528138528,NA,48.9208633093525,12.0689655172414,90.6954887218045,-118.2455,34.0555
"28",207102,2366,5.7005841932419e-09,47.5,17.2020287404903,35.3338968723584,50.1690617075232,3.04311073541843,7.65004226542688,14.8228882833787,18641,37.6162299239222,11.4583333333333,47.4640743871513,-118.2387,34.0582
"29",206020,7941,9.09063345585924e-09,33.4,0.415564790328674,0.994836922301977,7.03941569071905,19.0907946102506,33.5725979095832,24.0770465489567,76250,12.9817444219067,3.05343511450382,98.5895982873694,-118.2319,34.0566
"30",226002,1761,6.85655363339107e-10,33.7,14.9346961953436,4.3725156161272,31.5161839863714,25.6672345258376,10.6757524134015,19.2077727952167,29375,36.1980648833239,11.1405835543767,80.6927881885292,-118.2468,34.0407
"31",206031,3381,7.1477533720378e-10,34.2,7.2463768115942,5.91540964211772,42.4430641821946,43.064182194617,4.88021295474712,18.1910569105691,84231,14.4335995267672,3.94223263075722,86.8382135462881,-118.2329,34.0529
"32",207103,2367,7.30265902572412e-09,42.3,17.4482467258133,19.3071398394592,53.5276721588509,6.25264047317279,1.73215040135192,12.3102866779089,23603,47.7542372881356,13.1230925737538,63.2446134347275,-118.2375,34.064
"33",224020,2529,2.05219776455826e-09,29.9,23.0130486358244,3.40055357848952,46.5005931198102,4.74495848161329,5.37761961249506,13.2998745294856,22135,44.3384982121573,6.41867250182349,73.586397785686,-118.2641,34.0317
"34",207501,2263,1.68470558408679e-08,34.8,7.24701723376049,14.6266018559434,43.3937251436147,37.870083959346,4.72823685373398,21.8284540318439,63617,13.7428192664605,2.05523442517662,78.1263809102961,-118.2531,34.0566
"35",197700,4978,7.0934976897831e-09,35.1,15.1265568501406,12.6155082362395,50.8838891120932,16.6532744073925,4.53997589393331,13.032650802435,31110,33.7284049819204,8.57547838412473,72.2579349136199,-118.2468,34.0652
"36",197600,2401,6.18338251976768e-09,33.2,18.9087880049979,4.58142440649729,46.064139941691,25.4477301124531,0.249895876718034,21.2172923777019,56000,14.369012911287,8.67579908675799,76.5097875885048,-118.2492,34.0652
"37",980010,150,3.91267028334622e-11,46.9,18.6666666666667,28,50,26.6666666666667,2,17.9487179487179,NA,58.6666666666667,17.5438596491228,53.3333333333333,-118.2273,34.0717
"38",209300,4826,1.57549946771574e-08,30.2,23.2283464566929,6.73435557397431,49.8135101533361,12.8056361375881,7.35598839618732,19.2567567567568,25191,42.1467053460423,7.30816077953715,70.0372979693328,-118.2641,34.0494
"40",195710,4690,9.70198460636205e-09,33.1,23.7100213219616,10.5970149253731,49.1897654584222,16.3752665245203,2.83582089552239,20.9606986899563,45306,32.8869374313941,11.2253289473684,65.6929637526652,-118.2686,34.0747
"41",208000,7248,7.46316609513446e-09,29.6,21.3162251655629,6.84326710816777,52.7869757174393,8.18156732891832,7.47792494481236,20.8414660594231,38152,33.7748344370861,10.7520564042303,71.8405077262693,-118.2534,34.0655
"42",208620,4469,1.37793077840693e-08,36.2,19.7583351980309,10.6063996419781,46.1176997091072,4.72141418661893,7.63034235846946,22.3940612434272,36765,24.099351085254,15.0905432595573,69.6352651599911,-118.2821,34.0677
"43",195903,2345,9.84945505703696e-09,34,16.4605543710021,8.44349680170576,55.6503198294243,19.1471215351812,9.42430703624733,31.1018957345972,45850,17.1855010660981,9.53029271613342,75.0959488272921,-118.2822,34.0797
"44",208401,4507,1.9623315255279e-08,34.3,22.2098957177724,15.5757710228533,46.5498114044819,1.93033059684935,2.35189704903483,15.6738768718802,25577,23.3414688262702,6.36531365313653,62.2143332593743,-118.2689,34.066
"45",209402,3693,2.71077653599043e-08,31.8,22.9352829677769,5.00947738965611,34.9851069591118,4.22420796100731,1.54346060113729,5.38187574198655,25530,51.5840779853777,11.1979166666667,72.055239642567,-118.2767,34.0544
"46",208903,4302,2.70077173591828e-08,31.2,19.5490469549047,8.41469084146908,38.6099488609949,5.20688052068805,4.16085541608554,9.10394265232975,28772,38.8697788697789,7.31707317073171,72.0362622036262,-118.2734,34.0598
"47",192610,4609,1.10951547133662e-08,33.1,22.5211542633977,10.1323497504882,48.8175309177696,10.3927099153829,6.35712735951399,20.7400497512438,28981,29.4309296264118,19.6276811007689,67.3464959861141,-118.2932,34.0791
"48",195802,2765,6.86918196823635e-09,35.2,18.5171790235081,12.8028933092224,47.4864376130199,10.3074141048825,2.96564195298373,27.0229007633588,42991,16.8896925858951,9.22077922077922,68.6799276672694,-118.2837,34.0772
"49",208902,2797,1.51971077672981e-08,28.4,29.1741151233464,3.64676439041831,36.7894172327494,0.78655702538434,0.464783696818019,4.37689969604863,31175,46.3378176382661,7.48129675810474,67.1791204862352,-118.2702,34.0554
"50",209403,3670,2.65556825532231e-08,36.1,22.8882833787466,16.158038147139,45.6948228882834,7.73841961852861,5.80381471389646,12.7768987341772,17269,52.1726862302483,10.4886769964243,60.9536784741144,-118.2745,34.0554
